net,refdes,pin,side,x,y,value,part_number
VCC3M,PQ2401,2,T,1555,2882,SSM6K513NU_UDFN6B-6-8,SSM6K513NU_UDFN6B-6-8
VCC3M,PQ2401,5,T,1555,2808,SSM6K513NU_UDFN6B-6-8,SSM6K513NU_UDFN6B-6-8
VCC3M,PQ2401,6,T,1580,2808,SSM6K513NU_UDFN6B-6-8,SSM6K513NU_UDFN6B-6-8
VCC3M,PQ2401,8,T,1567,2845,SSM6K513NU_UDFN6B-6-8,SSM6K513NU_UDFN6B-6-8
VCC3M,PQ2402,1,T,1305,1660,SSM6K513NU_UDFN6B-6-8,SSM6K513NU_UDFN6B-6-8
VCC3M,PQ2402,2,T,1305,1635,SSM6K513NU_UDFN6B-6-8,SSM6K513NU_UDFN6B-6-8
VCC3M,PQ2402,5,T,1379,1635,SSM6K513NU_UDFN6B-6-8,SSM6K513NU_UDFN6B-6-8
VCC3M,PQ2402,6,T,1379,1660,SSM6K513NU_UDFN6B-6-8,SSM6K513NU_UDFN6B-6-8
VCC3M,PQ2402,8,T,1342,1648,SSM6K513NU_UDFN6B-6-8,SSM6K513NU_UDFN6B-6-8
VCC3M,PR0101,2,T,3520,769,1/20W_6.19K_1%_0201,R0201_11P811
VCC3M,PR0305,2,B,1664,4998,1/20W_100K_1%_0201,R0201_11P811
VCC3M,PR0409,1,B,2671,4536,1/16W_5.1_5%_0402,R0402_15P748
VCC3M,PR0509,1,T,1602,4134,0_0603_SP,R0603_SHORT
VCC3M,PR0603,1,B,7146,2540,0_0603_SP,R0603_SHORT
VCC3M,PR0604,1,B,6964,2745,1/16W_5.1_5%_0402,R0402_15P748
VCC3M,PR0831,2,B,3208,5224,1/20W_4.7_5%_0201,R0201_11P811
VCC3M,PR0840,2,B,3030,5022,1/20W_0_5%_0201,R0201_11P811
VCC3M,PR0848,1,B,2950,4852,1/20W_10K_1%_0201,R0201_11P811
VCC3M,PR0849,1,B,2941,4911,1/20W_10K_1%_0201,R0201_11P811
VCC3M,PR0850,1,B,2941,4933,1/20W_10K_1%_0201,R0201_11P811
VCC3M,PR0851,1,B,3023,5000,1/20W_10K_1%_0201,R0201_11P811
VCC3M,PR0902,1,B,4065,4960,0_0402_SP,R0402_SHORT
VCC3M,PR0905,1,B,4513,4971,0_0402_SP,R0402_SHORT
VCC3M,PR0908,1,B,4925,4957,0_0402_SP,R0402_SHORT
VCC3M,PR1103,1,B,5328,4987,0_0402_SP,R0402_SHORT
VCC3M,PR1106,1,B,5727,4740,0_0402_SP,R0402_SHORT
VCC3M,PR1201,1,B,2897,4222,1/16W_5.1_5%_0402,R0402_15P748
VCC3M,PR1602,1,B,7030,4888,1/16W_5.1_5%_0402,R0402_15P748
VCC3M,PR1616,2,B,6580,4917,1/16W_100K_5%_0402,R0402_15P748
VCC3M,PR1706,1,T,9389,4560,0_0603_LE_SP,R0603_LE_19P685_SHORT
VCC3M,PR1905,1,B,6533,4540,0_0603_LE_SP,R0603_LE_19P685_SHORT
VCC3M,PR2004,2,T,1768,2623,1/20W_10K_1%_0201,R0201_11P811
VCC3M,PU0502,A2,T,1683,4078,TCK107AG_WCSP4D4,TCK107AG_WCSP4D_4P
VCC3M,PU2001,1,T,1631,2690,TPS22954DSQR_WSON10_2X2,TPS22954DSQR_WSON10_2X2
VCC3M,PU2001,2,T,1631,2674,TPS22954DSQR_WSON10_2X2,TPS22954DSQR_WSON10_2X2
VCC3M,PU2001,3,T,1631,2658,TPS22954DSQR_WSON10_2X2,TPS22954DSQR_WSON10_2X2
VCC3M,PU2501,4,T,3723,3222,BU18TD2WNVX_SSON004X1010-4_1X1,BU18TD2WNVX_SSON004X1010-4_1X1
VCC3M,PU2502,6,T,3724,3317,SN74AUP1G08DSF2_SON-6,SN74AUP1G08DSF2_SON-6
VCC3M,Q9401,5,T,1677,2851,AON7408L_DFN8-5,AON7408L_DFN8-5
VCC3M,R0511,2,B,6189,3425,1/20W_1M_5%_0201,R0201_11P811
VCC3M,R0605,2,B,3756,2830,1/20W_100K_5%_0201,R0201_11P811
VCC3M,R1506,2,B,6134,2745,1/20W_4.7K_5%_0201,R0201_11P811
VCC3M,R1507,2,T,5810,3010,1/20W_1K_5%_0201,R0201_11P811
VCC3M,R1508,2,T,2617,4402,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R1511,2,B,6497,2551,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R1534,1,B,6117,2510,1/20W_100K_5%_0201,R0201_11P811
VCC3M,R1813,1,B,6193,2753,0_0402_SP,R0402_SHORT
VCC3M,R4501,2,T,2202,3050,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R4502,2,T,2126,3051,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R4503,2,T,2091,3052,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R4504,2,T,2039,3051,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R4505,2,T,2016,3051,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R4506,2,T,1979,3011,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R4507,2,T,1953,3011,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R4508,2,T,1931,3012,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R4513,2,T,2178,3050,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R4514,2,T,2150,3052,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R4515,2,T,2256,3051,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R4517,2,T,2478,3050,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R4518,2,T,2301,3051,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R4519,2,T,2232,3051,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R4521,2,T,2455,3050,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R4522,2,T,2501,3050,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R4523,2,T,2411,3050,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R4524,2,T,2068,3053,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R4525,2,T,1979,3052,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R4526,2,T,2324,3050,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R4530,2,T,2233,3130,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R4532,2,T,2365,3050,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R4534,2,T,1949,2415,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R4535,2,T,2006,2398,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R5005,2,T,2980,1752,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R5017,2,T,2930,1904,1/20W_10K_5%_0201,R0201_11P811-Y_CS20
VCC3M,R5107,2,T,2944,2100,1/20W_10K_5%_0201,R0201_11P811-Y_CS20
VCC3M,R5412,2,B,748,3372,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R5901,2,T,1329,3819,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R7911,1,T,2070,2103,0_0402_SP,R0402_SHORT
VCC3M,R8001,1,T,1584,2130,1/20W_4.7K_5%_0201,R0201_11P811
VCC3M,R8002,1,T,1584,2055,1/20W_4.7K_5%_0201,R0201_11P811
VCC3M,R8008,2,T,1980,2262,1/20W_100K_5%_0201,R0201_11P811
VCC3M,R8009,2,T,1584,1980,1/20W_100K_5%_0201,R0201_11P811
VCC3M,R8036,1,T,1584,1880,1/20W_4.7K_5%_0201,R0201_11P811
VCC3M,R8037,1,T,1584,1855,1/20W_4.7K_5%_0201,R0201_11P811
VCC3M,R8040,2,T,1760,2312,1/20W_100K_5%_0201,R0201_11P811
VCC3M,R8041,2,T,1735,2312,1/20W_100K_5%_0201,R0201_11P811
VCC3M,R8042,2,T,1828,2311,1/20W_100K_5%_0201,R0201_11P811
VCC3M,R8043,2,T,1805,2312,1/20W_100K_5%_0201,R0201_11P811
VCC3M,R8044,1,T,2110,2182,1/16W_49.9_1%_0402,R0402_15P748
VCC3M,R8110,1,T,1784,1593,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R8111,1,T,2087,1885,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R8112,1,T,1584,1905,1/20W_100K_5%_0201,R0201_11P811
VCC3M,R8113,1,T,1603,1667,1/20W_100K_5%_0201,R0201_11P811
VCC3M,R8126,2,T,2175,1766,1/20W_3.32K_1%_0201,R0201_11P811
VCC3M,R8127,2,T,2150,1689,1/20W_3.32K_1%_0201,R0201_11P811
VCC3M,R8128,2,T,2110,1689,1/20W_3.32K_1%_0201,R0201_11P811
VCC3M,R8129,2,T,2000,1689,1/20W_3.32K_1%_0201,R0201_11P811
VCC3M,R8130,2,T,2035,1689,1/20W_3.32K_1%_0201,R0201_11P811
VCC3M,R8131,2,T,2070,1689,1/20W_3.32K_1%_0201,R0201_11P811
VCC3M,R8132,1,T,1449,1880,1/20W_4.7K_5%_0201,R0201_11P811
VCC3M,R8133,1,T,1449,1855,1/20W_4.7K_5%_0201,R0201_11P811
VCC3M,R8201,2,T,1584,2155,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R8202,1,T,1805,1689,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R8224,1,T,1535,2157,1/16W_2.2_5%_0402,R0402_15P748
VCC3M,R8227,1,T,1762,1672,1/20W_100K_5%_0201,R0201_11P811
VCC3M,R8228,1,T,1907,2261,1/20W_100K_5%_0201,R0201_11P811
VCC3M,R8231,2,T,2033,2403,1/20W_2.2K_5%_0201,R0201_11P811
VCC3M,R8232,2,T,2106,2403,1/20W_2.2K_5%_0201,R0201_11P811
VCC3M,R8238,2,T,1847,1566,1/20W_10K_5%_0201,R0201_11P811
VCC3M,R8239,2,T,1584,1955,1/20W_100K_5%_0201,R0201_11P811
VCC3M,R8243,1,T,2237,1778,1/20W_100K_5%_0201,R0201_11P811
VCC3M,R9417,1,T,3050,5303,1/20W_100K_5%_0201,R0201_11P811
VCC3M,TB_TP1222,1,T,3680,1074,,
VCC3M,TB_TP1223,1,T,7658,1647,,
VCC3M,TB_TP1224,1,B,3783,3326,,
VCC3M,U1501,5,B,6149,2427,SN74LVC1G17DRLR_SOT-5,SN74LVC1G17DRLR_SOT-5
VCC3M,U5501,A2,T,892,2770,TPS22971YZPT_DSBGA8,TPS22971YZPT_DSBGA8P
VCC3M,U5501,B2,T,872,2770,TPS22971YZPT_DSBGA8,TPS22971YZPT_DSBGA8P
VCC3M,U5701,A2,T,865,3455,TPS22971YZPT_DSBGA8,TPS22971YZPT_DSBGA8P
VCC3M,U5701,B2,T,845,3455,TPS22971YZPT_DSBGA8,TPS22971YZPT_DSBGA8P
VCC3M,U6103,9,T,734,3949,PI3USB102ZMEX_UQFN10_1P4X1P8,PI3USB102ZMEX_UQFN10_1P4X1P8
VCC3M,U6203,9,T,734,3276,PI3USB102ZMEX_UQFN10_1P4X1P8,PI3USB102ZMEX_UQFN10_1P4X1P8
VCC3M_BST,PR0507,2,B,7632,1156,1/16W_0_1%_0402,R0402_SHORT_ATE
VCC3M_BST,PU0501,1,B,7629,1202,TPS51393PRJER_VQFN20_3X3,TPS51393PRJER_VQFN20_3X3
VCC3M_EC,C8202,2,T,1563,2241,4.7U_10V_K_X5R_0402,C0402_25P591_CC
VCC3M_EC,C8203,2,T,1577,2272,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
VCC3M_EC,C8204,2,T,1577,2297,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
VCC3M_EC,C8205,2,T,1600,2249,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
VCC3M_EC,C8206,2,T,1600,2274,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
VCC3M_EC,C8207,2,T,1600,2299,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
VCC3M_EC,L8202,2,T,1585,2207,BLM03PG330SN1D_2P,MURAT_BLM03PG330SN1D_2P
VCC3M_EC,R8224,2,T,1535,2193,1/16W_2.2_5%_0402,R0402_15P748
VCC3M_EC,TB_TP938,1,T,1571,2331,,
VCC3M_EC,UEC1,F5,T,1859,2066,NPCX997KAABX_VFBGA144,NPCX997KAABX_VFBGA_144P
VCC3M_EC,UEC1,F8,T,1859,1989,NPCX997KAABX_VFBGA144,NPCX997KAABX_VFBGA_144P
VCC3M_EC,UEC1,F9,T,1859,1964,NPCX997KAABX_VFBGA144,NPCX997KAABX_VFBGA_144P
VCC3M_EC,UEC1,H5,T,1807,2066,NPCX997KAABX_VFBGA144,NPCX997KAABX_VFBGA_144P
VCC3M_EC,UEC1,H8,T,1807,1989,NPCX997KAABX_VFBGA144,NPCX997KAABX_VFBGA_144P
VCC3M_EN,PR0502,2,B,7565,1387,1/16W_0_5%_0402,R0402_15P748
VCC3M_EN,PR0510,1,B,7562,1355,1/20W_0_5%_0201,R0201_11P811
VCC3M_EN,PU0501,12,B,7576,1312,TPS51393PRJER_VQFN20_3X3,TPS51393PRJER_VQFN20_3X3
VCC3M_ENLDO,PR0504,2,B,7533,1383,1/16W_0_5%_0402,R0402_15P748
VCC3M_ENLDO,PR0510,2,B,7539,1355,1/20W_0_5%_0201,R0201_11P811
VCC3M_ENLDO,PU0501,11,B,7558,1312,TPS51393PRJER_VQFN20_3X3,TPS51393PRJER_VQFN20_3X3
VCC3M_FB,PR0501,1,B,7594,1383,1/20W_240K_5%_0201,R0201_11P811
VCC3M_FB,PU0501,13,B,7593,1312,TPS51393PRJER_VQFN20_3X3,TPS51393PRJER_VQFN20_3X3
VCC3M_IO,C7901,1,T,2149,2028,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
VCC3M_IO,C7902,1,T,2120,2035,1U_6.3V_K_X5R_0402,C0402_21P654_CA
VCC3M_IO,R7902,1,T,2120,1862,1/16W_4.7K_5%_0402,R0402_15P748
VCC3M_IO,R7904,1,T,2225,1862,1/16W_4.7K_5%_0402,R0402_15P748
VCC3M_IO,R7907,2,T,2119,2105,1/16W_4.7K_5%_0402,R0402_15P748
VCC3M_IO,R7908,2,T,2119,2070,1/16W_4.7K_5%_0402,R0402_15P748
VCC3M_IO,R7909,2,T,2070,2033,1/16W_4.7K_5%_0402,R0402_15P748
VCC3M_IO,R7911,2,T,2070,2067,0_0402_SP,R0402_SHORT
VCC3M_IO,R7912,1,T,2119,2145,1/16W_4.7K_5%_0402,R0402_15P748
VCC3M_IO,U7901,21,T,2217,2024,NCT5635Y-W_QFN24_4X4,NCT5635Y-W_QFN24_4X4
VCC3M_JTAG,R8044,2,T,2110,2218,1/16W_49.9_1%_0402,R0402_15P748
VCC3M_JTAG,TP8001,1,T,2123,2249,Test_Point_16MIL,TPC16
VCC3M_KB,C4501,1,T,2559,3039,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
VCC3M_KB,F4501,1,T,2530,3040,0.5A_32V_ERBRD0R50X,F_ERBRD0R50X
VCC3M_KB,R4527,2,T,2545,2995,0_0402_SP,R0402_SHORT
VCC3M_KB,TB_TP1283,1,T,2583,3094,,
VCC3M_KB_R,JKBL2,25,T,2466,2923,HIGHS_FC5AF361-1151H,HIGHS_FC5AF361-1151H_36P-T
VCC3M_KB_R,R4527,1,T,2509,2995,0_0402_SP,R0402_SHORT
VCC3M_KB_R,TB_TP21,1,T,2733,3003,,
VCC3M_LOGO,JCAM1,6,B,8280,4955,I-PEX_20654-030E-01,I-PEX_20654-030E-01_30P
VCC3M_LOGO,R9530,1,B,8238,4875,0_0402_SP,R0402_SHORT
VCC3M_LOGO,TB_TP984,1,T,8225,4876,,
VCC3M_PD,R5915,1,T,1529,3960,0_0402_SP,R0402_SHORT
VCC3M_PD,U5901,32,T,1527,3887,SN2011061RSLR_VQFN48_6X6,SN2011061RSLR_VQFN48_6X6
VCC3M_PG,PR0503,1,B,7497,1416,0_0402_SP,R0402_SHORT
VCC3M_PG,PU0501,9,B,7538,1275,TPS51393PRJER_VQFN20_3X3,TPS51393PRJER_VQFN20_3X3
VCC3M_PWR,JPWR1,5,B,9149,5032,HIGHS_WS83081-S0171-HF,HIGHS_WS83081-S0171-HF_8P-T
VCC3M_PWR,R4615,1,B,9140,4939,0_0402_SP,R0402_SHORT
VCC3M_PWR,TB_TP328,1,B,9134,4976,,
VCC3M_R,PC0507,2,B,7616,1383,470P_25V_K_X7R_0201,C0201_12P992_BA
VCC3M_R,PC0508,2,B,7878,1458,2200P_25V_K_X7R_0201,C0201_12P992_BA
VCC3M_R,PC0509,1,T,7878,1458,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
VCC3M_R,PC0510,2,T,7868,1423,22U_6.3V_M_X5R_0603,C0603_39P370_DC
VCC3M_R,PC0511,2,T,7691,1458,22U_6.3V_M_X5R_0603,C0603_39P370_DC
VCC3M_R,PC0518,2,B,7691,1459,22U_6.3V_M_X5R_0603,C0603_39P370_DC
VCC3M_R,PC0519,2,B,7868,1423,22U_6.3V_M_X5R_0603,C0603_39P370_DC
VCC3M_R,PC0520,2,T,7726,1406,22U_6.3V_M_X5R_0603,C0603_39P370_DC
VCC3M_R,PC0521,2,B,7726,1405,22U_6.3V_M_X5R_0603,C0603_39P370_DC
VCC3M_R,PC0522,2,B,7878,1480,100P_25V_J_NPO_0201,C0201_12P992_BA
VCC3M_R,PC0523,2,T,7877,1480,47P_25V_J_NPO_0201,C0201_12P992_BA
VCC3M_R,PJ0501,2,T,7788,1473,JUMP_43X118,JUMP_43X118
VCC3M_R,PL0501,2,B,7820,1331,1.5UH_CMLE053T-1R5MS_8.2A_20%,CYNTE_CMLE053T-1R5MS_2P
VCC3M_R,PU0501,14,B,7611,1312,TPS51393PRJER_VQFN20_3X3,TPS51393PRJER_VQFN20_3X3
VCC3M_R,TB_TP902,1,B,7734,1494,,
VCC3M_RT_SPI,C5409,1,T,1290,4416,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
VCC3M_RT_SPI,D5401,1,T,1311,4383,RB520CM-30T2R_VMN2M2,RB520CM-30T2R_VMN2M2
VCC3M_RT_SPI,R5403,2,T,985,4387,1/20W_2.2K_5%_0201,R0201_11P811
VCC3M_RT_SPI,R5404,2,T,1010,4425,1/20W_2.2K_5%_0201,R0201_11P811
VCC3M_RT_SPI,R5405,2,T,1007,4271,1/20W_3.3K_5%_0201,R0201_11P811
VCC3M_RT_SPI,R5406,2,T,1248,4390,1/20W_3.3K_5%_0201,R0201_11P811
VCC3M_RT_SPI,R5425,2,T,1259,4421,0_0402_SP,R0402_SHORT
VCC3M_RT_SPI,TB_TP714,1,T,924,4441,,
VCC3M_RT_SPI,TP5404,1,T,1279,4383,Test_Point_16MIL,TPC16
VCC3M_SPI_1,C2204,2,B,2454,4208,0.22U_6.3V_K_X5R_0201,C0201_12P992_BA
VCC3M_SPI_1,C8004,1,B,2937,4151,0.22U_6.3V_K_X5R_0201,C0201_12P992_BA
VCC3M_SPI_1,D8001,1,B,2906,4150,RB520CM-30T2R_VMN2M2,RB520CM-30T2R_VMN2M2
VCC3M_SPI_1,R2201,2,B,2819,4189,1/20W_4.7K_5%_0201,R0201_11P811
VCC3M_SPI_1,R8020,1,B,3043,4111,1/20W_10K_5%_0201,R0201_11P811
VCC3M_SPI_1,R8026,1,T,3033,3885,1/20W_10K_5%_0201,R0201_11P811
VCC3M_SPI_1,R8027,1,B,2822,4027,1/20W_10K_5%_0201,R0201_11P811
VCC3M_SPI_1,TB_TP4,1,B,2848,4215,,
VCC3M_SPI_1,U2203,8,B,2393,4140,W25R256JVEIN_WSON8_8X6,W25R256JVEIN_WSON8_8X6
VCC3M_SPI_1,U8001,8,B,2881,4047,W25Q256JVEIN_WSON8_8X6,W25Q256JVEIN_WSON8_8X6
VCC3M_SW,PC0501,2,B,7699,1190,0.22U_25V_K_X5R_0402,C0402_21P654_CA
VCC3M_SW,PC0517,1,T,7731,1232,1000P_25V_K_X7R_0201,C0201_12P992_BA
VCC3M_SW,PL0501,1,B,7820,1134,1.5UH_CMLE053T-1R5MS_8.2A_20%,CYNTE_CMLE053T-1R5MS_2P
VCC3M_SW,PU0501,6,B,7538,1221,TPS51393PRJER_VQFN20_3X3,TPS51393PRJER_VQFN20_3X3
VCC3M_SW,PU0501,19,B,7648,1239,TPS51393PRJER_VQFN20_3X3,TPS51393PRJER_VQFN20_3X3
VCC3M_SW,PU0501,20,B,7648,1221,TPS51393PRJER_VQFN20_3X3,TPS51393PRJER_VQFN20_3X3
VCC3M_SW,TB_TP879,1,B,7808,1050,,
VCC3M_VIN,PC0502,2,T,7500,1155,10U_25V_M_X5R_0603,C0603_37P402_DB
VCC3M_VIN,PC0503,2,B,7405,1145,10U_25V_M_X5R_0603,C0603_37P402_DB
VCC3M_VIN,PC0504,2,B,7500,1155,10U_25V_M_X5R_0603,C0603_37P402_DB
VCC3M_VIN,PC0505,2,T,7405,1145,10U_25V_M_X5R_0603,C0603_37P402_DB
VCC3M_VIN,PC0506,2,B,7572,1153,0.1U_25V_K_X5R_0201,C0201_13P780_BB
VCC3M_VIN,PC0514,2,T,7415,1229,2200P_25V_K_X7R_0201,C0201_12P992_BA
VCC3M_VIN,PC0515,2,B,7594,1153,100P_25V_J_NPO_0201,C0201_12P992_BA
VCC3M_VIN,PC0516,2,T,7437,1229,47P_25V_J_NPO_0201,C0201_12P992_BA
VCC3M_VIN,PC0524,1,B,7429,1206,22U_B2_25VM_R100M,C_B2
VCC3M_VIN,PC0526,2,B,7452,1145,10U_25V_M_X5R_0603,C0603_37P402_DB
VCC3M_VIN,PC0527,2,T,7452,1145,10U_25V_M_X5R_0603,C0603_37P402_DB
VCC3M_VIN,PR0506,2,B,7340,1134,0_0603_LE_SP,R0603_LE_19P685_SHORT
VCC3M_VIN,PU0501,2,B,7611,1202,TPS51393PRJER_VQFN20_3X3,TPS51393PRJER_VQFN20_3X3
VCC3M_VIN,PU0501,3,B,7593,1202,TPS51393PRJER_VQFN20_3X3,TPS51393PRJER_VQFN20_3X3
VCC3M_VIN,PU0501,4,B,7576,1202,TPS51393PRJER_VQFN20_3X3,TPS51393PRJER_VQFN20_3X3
VCC3M_VIN,PU0501,5,B,7558,1202,TPS51393PRJER_VQFN20_3X3,TPS51393PRJER_VQFN20_3X3
VCC3M_VIN,TB_TP912,1,B,7327,1215,,
VCC3P,F9404,1,T,3283,5583,3A_32V_ERBRD3R00X,F_ERBRD3R00X
VCC3P,Q9401,1,T,1715,2926,AON7408L_DFN8-5,AON7408L_DFN8-5
VCC3P,Q9401,2,T,1690,2926,AON7408L_DFN8-5,AON7408L_DFN8-5
VCC3P,Q9401,3,T,1664,2926,AON7408L_DFN8-5,AON7408L_DFN8-5
VCC3P,R9407,2,T,1725,2965,1/20W_47_5%_0201,R0201_11P811
VCC3P,TB_TP736,1,T,1771,2942,,
VCC3P3A_SX_TBTB,C5541,2,T,845,3040,2.2U_6.3V_K_X5R_0402_YAGEO,C0402_21P654_CA
VCC3P3A_SX_TBTB,R5501,2,T,830,3003,0_0402_SP,R0402_SHORT
VCC3P3A_SX_TBTB,TB_TP1151,1,T,784,2987,,
VCC3P3A_SX_TBTB,UBB1,J7,B,839,3081,JHL8040RSLMN7A1_BGA105,JHL8040RSLMN7A1_BGA_105P
VCC3P3A_SX_TBTC,C5711,2,T,841,3713,2.2U_6.3V_K_X5R_0402_YAGEO,C0402_21P654_CA
VCC3P3A_SX_TBTC,R5701,2,T,819,3681,0_0402_SP,R0402_SHORT
VCC3P3A_SX_TBTC,TB_TP839,1,T,785,3648,,
VCC3P3A_SX_TBTC,UBB2,J7,B,839,3754,JHL8040RSLMN7A1_BGA105,JHL8040RSLMN7A1_BGA_105P
VCC3P3_ANA_TBTB,C5503,2,T,930,3037,2.2U_6.3V_K_X5R_0402_YAGEO,C0402_21P654_CA
VCC3P3_ANA_TBTB,UBB1,L2,B,946,3051,JHL8040RSLMN7A1_BGA105,JHL8040RSLMN7A1_BGA_105P
VCC3P3_ANA_TBTC,C5703,2,T,929,3710,2.2U_6.3V_K_X5R_0402_YAGEO,C0402_21P654_CA
VCC3P3_ANA_TBTC,TB_TP824,1,T,908,3762,,
VCC3P3_ANA_TBTC,UBB2,L2,B,946,3723,JHL8040RSLMN7A1_BGA105,JHL8040RSLMN7A1_BGA_105P
VCC3P3_LC_TBTB,C5504,2,T,967,3180,2.2U_6.3V_K_X5R_0402_YAGEO,C0402_21P654_CA
VCC3P3_LC_TBTB,R5416,1,B,1012,3324,1/20W_10K_5%_0201,R0201_11P811
VCC3P3_LC_TBTB,R5417,1,T,937,3239,1/20W_10K_5%_0201,R0201_11P811
VCC3P3_LC_TBTB,R5418,1,B,959,3324,1/20W_10K_5%_0201,R0201_11P811
VCC3P3_LC_TBTB,R5419,1,T,912,3239,1/20W_10K_5%_0201,R0201_11P811
VCC3P3_LC_TBTB,TB_TP734,1,B,1022,3373,,
VCC3P3_LC_TBTB,UBB1,E5,B,890,3158,JHL8040RSLMN7A1_BGA105,JHL8040RSLMN7A1_BGA_105P
VCC3P3_LC_TBTC,C5702,2,T,967,3853,2.2U_6.3V_K_X5R_0402_YAGEO,C0402_21P654_CA
VCC3P3_LC_TBTC,R5603,1,B,1012,3997,1/20W_10K_5%_0201,R0201_11P811
VCC3P3_LC_TBTC,R5604,1,T,937,3912,1/20W_10K_5%_0201,R0201_11P811
VCC3P3_LC_TBTC,R5605,1,B,959,3997,1/20W_10K_5%_0201,R0201_11P811
VCC3P3_LC_TBTC,R5606,1,T,912,3912,1/20W_10K_5%_0201,R0201_11P811
VCC3P3_LC_TBTC,TB_TP1400,1,T,1022,3879,,
VCC3P3_LC_TBTC,UBB2,E5,B,890,3830,JHL8040RSLMN7A1_BGA105,JHL8040RSLMN7A1_BGA_105P
VCC3P3_SX_TBTB,C5531,2,T,875,3164,2.2U_6.3V_M_X5R_0402,C0402_21P654_CA
VCC3P3_SX_TBTB,C5535,2,T,912,2986,2.2U_6.3V_M_X5R_0402,C0402_21P654_CA
VCC3P3_SX_TBTB,C5540,2,T,891,2945,47U_6.3V_M_X5R_0603,C0603_39P370_DC
VCC3P3_SX_TBTB,C5543,2,T,891,2894,22U_6.3V_M_X5R_0603,C0603_39P370_DC
VCC3P3_SX_TBTB,C5544,2,T,939,2847,22U_6.3V_M_X5R_0603,C0603_39P370_DC
VCC3P3_SX_TBTB,R5408,2,B,894,3323,1/20W_10K_5%_0201,R0201_11P811
VCC3P3_SX_TBTB,R5409,2,B,931,3394,1/20W_10K_5%_0201,R0201_11P811
VCC3P3_SX_TBTB,R5410,2,B,982,3324,1/20W_10K_5%_0201,R0201_11P811
VCC3P3_SX_TBTB,R5426,2,T,981,3323,1/20W_10K_5%_0201,R0201_11P811
VCC3P3_SX_TBTB,R5432,2,T,841,3325,1/20W_10K_5%_0201,R0201_11P811
VCC3P3_SX_TBTB,R5501,1,T,866,3003,0_0402_SP,R0402_SHORT
VCC3P3_SX_TBTB,R5502,1,T,853,2913,0_0402_SP,R0402_SHORT
VCC3P3_SX_TBTB,TB_TP665,1,T,848,2951,,
VCC3P3_SX_TBTB,TB_TP666,1,T,1125,3392,,
VCC3P3_SX_TBTB,UBB1,E6,B,864,3158,JHL8040RSLMN7A1_BGA105,JHL8040RSLMN7A1_BGA_105P
VCC3P3_SX_TBTB,UBB1,M4,B,909,3033,JHL8040RSLMN7A1_BGA105,JHL8040RSLMN7A1_BGA_105P
VCC3P3_SX_TBTB,UBB1,M5,B,891,3033,JHL8040RSLMN7A1_BGA105,JHL8040RSLMN7A1_BGA_105P
VCC3P3_SX_TBTB_L,FL5501,1,T,895,2831,1UH_LQM18PN1R0MFHD_20%,MURAT_LQM18PN1R0MFHD_2P
VCC3P3_SX_TBTB_L,U5501,A1,T,892,2789,TPS22971YZPT_DSBGA8,TPS22971YZPT_DSBGA8P
